,Name,Source,AuraStrength,Aura,CL,Slot,Price,Weight,Description,Requirements,Cost,Group,AL,Int,Wis,Cha,Ego,Communication,Senses,Powers,MagicItems,FullText,Destruction,MinorArtifactFlag,MajorArtifactFlag,Abjuration,Conjuration,Divination,Enchantment,Evocation,Necromancy,Transmutation,WeightValue,PriceValue,CostValue,Languages,BaseItem,LinkText,id,Mythic,LegendaryWeapon,Illusion,Universal,Scaling,IsIntelligentItem,Quantity
10,Bracers Of The Merciful Knight,Ultimate Equipment,moderate,moderate conjuration,9.0,wrists,"15,600 gp",1 lb.,"These golden bracers are engraved with images of celestial creatures. When worn by a paladin, he is considered four levels higher for the purposes of determining the uses per day and healing provided by his lay on hands class feature. Additionally, once per day, the wearer can infuse a use of lay on hands with additional power, providing relief as a lesser restoration spell.","Craft Wondrous Item, shrink item","7,800 gp",Wondrous Item,,,,,,,,,,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Bracers Of The Merciful Knight</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>moderate conjuration; <b>CL </b>9th</h5><h5><b>Slot </b>wrists; <b>Price </b>15,600 gp; <b>Weight </b>1 lb.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>These golden bracers are engraved with images of celestial creatures. When worn by a paladin, he is considered four levels higher for the purposes of determining the uses per day and healing provided by his lay on hands class feature. Additionally, once per day, the wearer can infuse a use of lay on hands with additional power, providing relief as a <i>lesser restoration</i> spell.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Wondrous Item, <i>shrink item</i>; <b>Cost </b>7,800 gp</h5></div>",,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15600.0,7800.0,,,NULL,2132.0,0.0,0.0,0.0,0.0,,0.0,1
11,Boots Of Swift Fury,Advanced Class Guide,moderate,moderate transmutation,11.0,feet,"7,500 gp",2 lbs.,"These boots of heavy, furred hide rise to the wearer's calf, and are held in place with rough hide straps secured by thick iron buckles. They increase the wearer's base land speed by 10 feet (considered an enhancement bonus). When the wearer is in a rage, the boots also grant him a +4 deflection bonus to AC against attacks of opportunity provoked by moving through or out of a threatened area or by casting a spell.","Craft Wondrous Item, expeditious retreat, rage","3,750 gp",Wondrous Item,,,,,,,,,,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Boots Of Swift Fury</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>moderate transmutation; <b>CL </b>11th</h5><h5><b>Slot </b>feet; <b>Price </b>7,500 gp; <b>Weight </b>2 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>These boots of heavy, furred hide rise to the wearer's calf, and are held in place with rough hide straps secured by thick iron buckles. They increase the wearer's base land speed by 10 feet (considered an enhancement bonus). When the wearer is in a <i>rage</i>, the boots also grant him a +4 deflection bonus to AC against attacks of opportunity provoked by moving through or out of a threatened area or by casting a spell.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Wondrous Item, <i>expeditious retreat</i>, <i>rage</i>; <b>Cost </b>3,750 gp</h5></div>",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7500.0,3750.0,,,NULL,3518.0,0.0,0.0,0.0,0.0,,0.0,1
12,Pipes Of Pain,Ultimate Equipment,moderate,moderate enchantment,6.0,none,"12,000 gp",3 lbs.,"By making a DC 15 Perform (wind instruments) check, the bearer can use these pipes to create a wondrous melody which fascinates creatures within 30 feet for as long as the bearer continues to play (Will DC 14 negates). This is a mind-affecting sonic compulsion effect. The bearer is immune to the sound of the pipes. When the bearer stops playing, for the next 2d4 rounds all creatures who were fascinated by the music are stricken by intense pain at even the slightest noise. Unless a creature is in a totally silent area, it takes 1d4 points of damage per round on its turn, and it has sonic vulnerability until this time expires. Thereafter, the creature is shaken unless it is in a totally silent area; this hypersensitivity to noise is a curse effect.","Craft Wondrous Item, sound burst, creator must have the bardic performance class ability","6,000 gp",Wondrous Item,,,,,,,,,,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Pipes Of Pain</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>moderate enchantment; <b>CL </b>6th</h5><h5><b>Slot </b>none; <b>Price </b>12,000 gp; <b>Weight </b>3 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>By making a DC 15 Perform (wind instruments) check, the bearer can use these pipes to create a wondrous melody which fascinates creatures within 30 feet for as long as the bearer continues to play (Will DC 14 negates). This is a mind-affecting sonic compulsion effect. The bearer is immune to the sound of the pipes. When the bearer stops playing, for the next 2d4 rounds all creatures who were fascinated by the music are stricken by intense pain at even the slightest noise. Unless a creature is in a totally silent area, it takes 1d4 points of damage per round on its turn, and it has sonic vulnerability until this time expires. Thereafter, the creature is shaken unless it is in a totally silent area; this hypersensitivity to noise is a curse effect.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Wondrous Item, <i>sound burst</i>, creator must have the bardic performance class ability; <b>Cost </b>6,000 gp</h5></div>",,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,12000.0,6000.0,,,NULL,2360.0,0.0,0.0,0.0,0.0,,0.0,1
13,Goz Mask,Adventurer's Guide,moderate,moderate transmutation,8.0,head,"8,000 gp",1 lb.,"Shortly after the Eye of Abendego began, the Storm Kindlers created enchanted masks to aid in the navigation of the often storm-lashed swamps. Today, many of these distinctive masks remain, now worn by humanoid chieftains and Koboto witch doctors. The masks are often defaced, with their original appearance twisted into monstrous or demonic visages. Their new owners refer to them as goz masks. A goz mask allows the wearer to see through fog, smoke, and other obscuring vapors as if they did not exist. This ability functions underwater as well, allowing the wearer to see through thick silt and other aquatic precipitates. Additionally, the wearer is treated as one size category larger and gains a +4 bonus on all saving throws made to resist the effects of wind. A goz mask allows its wearer to breathe water for 60 minutes per day-these minutes need not be consecutive, but must be expended in 10-minute increments.","Craft Wondrous Item, control winds, water breathing","4,000 gp",Wondrous Item,,,,,,,,,,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Goz Mask</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>moderate transmutation; <b>CL </b>8th</h5><h5><b>Slot </b>head; <b>Price </b>8,000 gp; <b>Weight </b>1 lb.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>Shortly after the Eye of Abendego began, the Storm Kindlers created enchanted masks to aid in the navigation of the often storm-lashed swamps. Today, many of these distinctive masks remain, now worn by humanoid chieftains and Koboto witch doctors. The masks are often defaced, with their original appearance twisted into monstrous or demonic visages. Their new owners refer to them as <i><i>goz mask</i>s</i>. A <i>goz mask</i> allows the wearer to see through fog, smoke, and other obscuring vapors as if they did not exist. This ability functions underwater as well, allowing the wearer to see through thick silt and other aquatic precipitates. Additionally, the wearer is treated as one size category larger and gains a +4 bonus on all saving throws made to resist the effects of wind. A <i>goz mask</i> allows its wearer to breathe water for 60 minutes per day-these minutes need not be consecutive, but must be expended in 10-minute increments.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Wondrous Item, <i>control winds</i>, <i>water breathing</i>; <b>Cost </b>4,000 gp</h5></div>",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8000.0,4000.0,,,NULL,7806.0,0.0,0.0,0.0,0.0,,0.0,1
14,Unfettered Shirt,Ultimate Equipment,moderate,moderate abjuration and transmutation,7.0,chest,"10,000 gp",-,"This loose, often ruffled, shirt is cut in a style designed to avoid hindering its wearer's movement. Once per day on command, the wearer can gain the benefits of freedom of movement for 10 minutes.","Craft Wondrous Item, cat's grace, freedom of movement","5,000 gp",Wondrous Item,,,,,,,,,,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Unfettered Shirt</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>moderate abjuration and transmutation; <b>CL </b>7th</h5><h5><b>Slot </b>chest; <b>Price </b>10,000 gp; <b>Weight </b>-</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This loose, often ruffled, shirt is cut in a style designed to avoid hindering its wearer's movement. </p><p>Once per day on command, the wearer can gain the benefits of <i>freedom of movement</i> for 10 minutes.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Wondrous Item, <i>cat's grace</i>, <i>freedom of movement</i>; <b>Cost </b>5,000 gp</h5></div>",,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10000.0,5000.0,,,NULL,1782.0,0.0,0.0,0.0,0.0,,0.0,1
15,Medusa Mask,Ultimate Equipment,moderate,moderate transmutation,11.0,head,"10,000 gp",1 lb.,"This intricate mask is made of gold-plated iron. Writhing snake tails radiate from a gemstone upon the brow, almost as if they were medusa-like hair. The mask grants a +4 bonus on all saving throws against visual effects, including gaze attacks and sight-based illusions. Once per day as a standard action, the wearer can cause the central gemstone to glow with pale green light, at which point she may target any one creature within 30 feet. The targeted creature must succeed at a DC 15 Fortitude save or be petrified for 1 minute, as if by flesh to stone.","Craft Wondrous Item, flesh to stone, resistance","5,000 gp",Wondrous Item,,,,,,,,,,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Medusa Mask</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>moderate transmutation; <b>CL </b>11th</h5><h5><b>Slot </b>head; <b>Price </b>10,000 gp; <b>Weight </b>1 lb.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This intricate mask is made of gold-plated iron. Writhing snake tails radiate from a gemstone upon the brow, almost as if they were medusa-like hair. The mask grants a +4 bonus on all saving throws against visual effects, including gaze attacks and sight-based illusions. Once per day as a standard action, the wearer can cause the central gemstone to glow with pale green light, at which point she may target any one creature within 30 feet. The targeted creature must succeed at a DC 15 Fortitude save or be petrified for 1 minute, as if by <i>flesh to stone</i>.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Wondrous Item, <i>flesh to stone</i>, <i>resistance</i>; <b>Cost </b>5,000 gp</h5></div>",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10000.0,5000.0,,,NULL,1937.0,0.0,0.0,0.0,0.0,,0.0,1
16,Chalice Of Poison Weeping,Ultimate Equipment,moderate,moderate conjuration,7.0,none,"8,000 gp",1 lb.,"This silver chalice has stylized representations of rearing unicorns serving as handles. The bearer of the chalice can expel toxins from a poisoned creature's body, causing the target to weep the poison from its eyes and allowing the bearer to collect it in the chalice. This functions as neutralize poison on the target, eliminating that poison. If the target is immune to poison or the poison has run its course, the chalice has no effect. If the poison normally has a solid or liquid form, it collects as a single dose of the poison in the cup (regardless of how many times the target was poisoned). The collected poison has all the normal effects of the original poison, except its DC is 4 lower, and can be stored in another container or used like any other poison. The chalice can be used once per day.","Craft Wondrous Item, fabricate, neutralize poison","4,000 gp",Wondrous Item,,,,,,,,,,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Chalice Of Poison Weeping</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>moderate conjuration; <b>CL </b>7th</h5><h5><b>Slot </b>none; <b>Price </b>8,000 gp; <b>Weight </b>1 lb.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This silver chalice has stylized representations of rearing unicorns serving as handles. The bearer of the chalice can expel toxins from a poisoned creature's body, causing the target to weep the poison from its eyes and allowing the bearer to collect it in the chalice. This functions as <i>neutralize poison</i> on the target, eliminating that poison. If the target is immune to poison or the poison has run its course, the chalice has no effect. If the poison normally has a solid or liquid form, it collects as a single dose of the poison in the cup (regardless of how many times the target was poisoned). The collected poison has all the normal effects of the original poison, except its DC is 4 lower, and can be stored in another container or used like any other poison. The chalice can be used once per day.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Wondrous Item, <i>fabricate</i>, <i>neutralize poison</i>; <b>Cost </b>4,000 gp</h5></div>",,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8000.0,4000.0,,,NULL,2215.0,0.0,0.0,0.0,0.0,,0.0,1
17,Crown Of Heaven,Ultimate Equipment,moderate,moderate abjuration,10.0,head,"150,000 gp",5 lbs.,"This slim golden diadem, bejeweled with diamonds and sapphires, grants its wearer fluency in Celestial and allows her to detect evil at will and use tongues once per day, both on command. She also gains a +5 sacred bonus on Knowledge (planes) checks regarding outsiders with the good or evil subtypes, and any effect she creates with the good descriptor takes effect at +1 caster level. A crown, an orb, and a scepter of heaven-collectively known as a regalia of heaven-increase in power when used together. If the wearer of a crown of heaven wields an orb or scepter of heaven, effects she creates with the good descriptor gain an additional +1 caster level, and she gains a +1 sacred bonus to AC and on saves against attacks or effects created by evil creatures. She also radiates an aura of menace in a 20-foot radius. Any evil creature within this aura takes a -2 penalty on attack rolls, on saving throws, and to AC until it successfully hits the wearer of the regalia (DC 20 Will negates). A creature that saves is immune to this effect for 24 hours. If the aura is dispelled, the wearer can restore it as a standard action. If the crown is worn while the wearer is wielding both an orb and scepter of heaven, the crown's caster level increases to 15th, effects the wearer creates with the good descriptor gain an additional +1 caster level increase, and her sacred bonus to AC and saves increases to +2. In addition, as a full-round action, the wearer can create an aura of sanctity for as long as she concentrates. This aura provides a +4 deflection bonus to AC and a +4 resistance bonus on saving throws against attacks made or effects created by evil creatures, as well as the benefits of a magic circle against evil and a lesser globe of invulnerability. A crown of heaven bestows one negative level on any evil creature bearing it, which cannot be removed or overcome while carrying the crown. If the same creature carries an orb or scepter of heaven, it gains one additional negative level per object. An evil creature intentionally donning a crown of heaven gains an additional negative level and is affected as bestow curse (DC 17) immediately and every 24 hours that the crown is worn. A neutral character can attempt a DC 17 Fortitude save to avoid gaining these negative levels.","Craft Wondrous Item, aura of doom (Ultimate Magic), detect evil, dispel evil, magic circle against evil, tongues","75,000 gp",Wondrous Item,,,,,,,,,,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Crown Of Heaven</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>moderate abjuration; <b>CL </b>10th</h5><h5><b>Slot </b>head; <b>Price </b>150,000 gp; <b>Weight </b>5 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This slim golden diadem, bejeweled with diamonds and sapphires, grants its wearer fluency in Celestial and allows her to <i>detect evil</i> at will and use <i>tongues</i> once per day, both on command. She also gains a +5 sacred bonus on Knowledge (planes) checks regarding outsiders with the good or evil subtypes, and any effect she creates with the good descriptor takes effect at +1 caster level. </p><p>A <i>crown</i>, an <i>orb</i>, and a <i>scepter of heaven</i>-collectively known as a <i>regalia of heaven</i>-increase in power when used together. If the wearer of a <i>crown</i> of heaven wields an <i>orb</i> or <i>scepter of heaven</i>, effects she creates with the good descriptor gain an additional +1 caster level, and she gains a +1 sacred bonus to AC and on saves against attacks or effects created by evil creatures. She also radiates an <i>aura of menace</i> in a 20-foot radius. Any evil creature within this aura takes a -2 penalty on attack rolls, on saving throws, and to AC until it successfully hits the wearer of the regalia (DC 20 Will negates). A creature that saves is immune to this effect for 24 hours. If the aura is dispelled, the wearer can restore it as a standard action. </p><p>If the <i>crown</i> is worn while the wearer is wielding both an <i>orb</i> and <i>scepter of heaven</i>, the <i>crown</i>'s caster level increases to 15th, effects the wearer creates with the good descriptor gain an additional +1 caster level increase, and her sacred bonus to AC and saves increases to +2. In addition, as a full-round action, the wearer can create an <i>aura of sanctity</i> for as long as she concentrates. This aura provides a +4 deflection bonus to AC and a +4 resistance bonus on saving throws against attacks made or effects created by evil creatures, as well as the benefits of a <i>magic circle against evil</i> and a <i>lesser globe of invulnerability</i>. </p><p>A <i>crown</i> of heaven bestows one negative level on any evil creature bearing it, which cannot be removed or overcome while carrying the <i>crown</i>. If the same creature carries an <i>orb</i> or <i>scepter of heaven</i>, it gains one additional negative level per object. An evil creature intentionally donning a <i>crown</i> of heaven gains an additional negative level and is affected as <i>bestow curse</i> (DC 17) immediately and every 24 hours that the <i>crown</i> is worn. A neutral character can attempt a DC 17 Fortitude save to avoid gaining these negative levels.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Wondrous Item, <i>aura of doom (Ultimate Magic)</i>, <i>detect evil</i>, <i>dispel evil</i>, <i>magic circle against evil</i>, <i>tongues</i>; <b>Cost </b>75,000 gp</h5></div>",,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,150000.0,75000.0,,,NULL,1909.0,0.0,0.0,0.0,0.0,,0.0,1
18,Carpet Of Flying 10-ft.-by-10-ft.,Ultimate Equipment,moderate,moderate transmutation,10.0,none,"60,000 gp",15 lbs.,"This rug is able to fly through the air as if affected by an overland flight spell of unlimited duration. The size, carrying capacity, and speed of the different carpets of flying are shown on the table below. Beautifully and intricately made, each carpet has its own command word to activate it-if the device is within voice range, the command word activates it, whether the speaker is on the rug or not. The carpet is then controlled by spoken directions. SIZE CAPACITY SPEED WeightPrice 5-ft.-by-5-ft. 200 lbs. 40 ft. 8 lbs. 20,000 gp 5-ft.-by-10-ft. 400 lbs. 40 ft. 10 lbs. 35,000 gp 10-ft.-by-10-ft. 800 lbs. 40 ft. 15 lbs. 60,000 gp A carpet of flying can carry up to double its capacity, but doing so reduces its speed to 30 feet. A carpet of flying can hover without making a Fly skill check and gives a +5 bonus to other Fly checks.","Craft Wondrous Item, overland flight","30,000 gp",Wondrous Item,,,,,,,,,,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Carpet Of Flying 10-ft.-by-10-ft.</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>moderate transmutation; <b>CL </b>10th</h5><h5><b>Slot </b>none; <b>Price </b>60,000 gp; <b>Weight </b>15 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This rug is able to fly through the air as if affected by an <i>overland flight</i> spell of unlimited duration. The size, carrying capacity, and speed of the different <i>carpets of flying</i> are shown on the table below. Beautifully and intricately made, each carpet has its own command word to activate it-if the device is within voice range, the command word activates it, whether the speaker is on the rug or not. The carpet is then controlled by spoken directions. </p> <table><tr><th>SIZE</th><th>CAPACITY</th><th>SPEED</th><th>WEIGHT</th><th>PRICE</th></tr><tr><td>5-ft.-by-5-ft.</td><td>200 lbs.</td><td>40 ft.</td><td>8 lbs.</td><td>20,000 gp</td></tr><tr><td>5-ft.-by-10-ft.</td><td>400 lbs.</td><td>40 ft.</td><td>10 lbs.</td><td>35,000 gp</td></tr><tr><td>10-ft.-by-10-ft.</td><td>800 lbs.</td><td>40 ft.</td><td>15 lbs.</td><td>60,000 gp</td></tr></table> <p>A <i>carpet of flying</i> can carry up to double its capacity, but doing so reduces its speed to 30 feet. A <i>carpet of flying</i> can hover without making a Fly skill check and gives a +5 bonus to other Fly checks.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Wondrous Item, <i>overland flight</i>; <b>Cost </b>30,000 gp</h5></div>",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,60000.0,30000.0,,,NULL,2206.0,0.0,0.0,0.0,0.0,,0.0,1
19,Gem Of Seeing,Ultimate Equipment,moderate,moderate divination,10.0,none,"75,000 gp",-,"This finely cut and polished stone is indistinguishable from an ordinary jewel in appearance. When it is gazed through, a gem of seeing enables the user to see as though she were affected by the true seeing spell. A gem of seeing can be used for as many as 30 minutes a day, in increments of 5 minutes. These increments do not need to be consecutive.","Craft Wondrous Item, true seeing","37,500 gp",Wondrous Item,,,,,,,,,,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Gem Of Seeing</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>moderate divination; <b>CL </b>10th</h5><h5><b>Slot </b>none; <b>Price </b>75,000 gp; <b>Weight </b>-</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This finely cut and polished stone is indistinguishable from an ordinary jewel in appearance. When it is gazed through, a <i>gem of seeing</i> enables the user to see as though she were affected by the <i>true seeing</i> spell. A <i>gem of seeing</i> can be used for as many as 30 minutes a day, in increments of 5 minutes. These increments do not need to be consecutive.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Wondrous Item, <i>true seeing</i>; <b>Cost </b>37,500 gp</h5></div>",,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,75000.0,37500.0,,,NULL,2276.0,0.0,0.0,0.0,0.0,,0.0,1
20,Sensory Deprivation Hood,Occult Adventures,moderate,moderate divination,10.0,head,"27,500 gp",5 lbs.,"This especially heavy leather hoodwink cowl (see page 249) is designed to quiet the wearer's mundane senses, allowing him to focus on his supernatural senses. Donning or removing the hood requires 1 minute, or 5 rounds with assistance. As with a normal hoodwink cowl, the wearer of a sensory deprivation hood is blinded, deafened, and takes a -10 penalty on all other Perception checks. If the wearer has blindsense, blindsight, tremorsense, or a similar ability, he can take a full-round action to suppress those senses for as long as he wears the hood or until he resumes using them (which requires another full-round action). If the wearer is currently benefitting from one of these senses, he gains no benefits from the hood. As long as the wearer's senses are suppressed, he gains the ability to perform automatic writing, dowsing, and psychometry even if he doesn't have psychic spellcasting or the Psychic Sensitivity feat. If he does have psychic spellcasting or the Psychic Sensitivity feat, he gains a +5 bonus on skill checks for those skill unlocks. Additionally, once per day while wearing the sensory deprivation hood, the wearer can open up his mind to passing spiritual phenomena in the hope of gaining greater insight into a specific issue. This functions as contact other plane, allowing the wearer to ask up to 5 questions per use, but rather than contacting an entity on another plane of existence, the wearer contacts a nearby spirit or other psychic entity. Rather than using the information for one of the planes listed in the spell, this effect uses the following information: Avoid Int/Cha Decrease DC 10/24 hours; True Answer 01-34; Don't Know 35-62; Lie 63-83; Random Answer 84-100. Unlike with contact other plane, the wearer can attempt either an Intelligence check or a Charisma check to avoid the Intelligence and Charisma decrease.","Craft Wondrous Item, contact other plane","13,750 gp",Wondrous Item,,,,,,,,,,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Sensory Deprivation Hood</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>moderate divination; <b>CL </b>10th</h5><h5><b>Slot </b>head; <b>Price </b>27,500 gp; <b>Weight </b>5 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This especially heavy leather hoodwink cowl (see page 249) is designed to quiet the wearer's mundane senses, allowing him to focus on his supernatural senses. Donning or removing the hood requires 1 minute, or 5 rounds with assistance. As with a normal hoodwink cowl, the wearer of a <i>sensory deprivation hood</i> is blinded, deafened, and takes a -10 penalty on all other Perception checks. If the wearer has blindsense, blindsight, tremorsense, or a similar ability, he can take a full-round action to suppress those senses for as long as he wears the hood or until he resumes using them (which requires another full-round action). If the wearer is currently benefitting from one of these senses, he gains no benefits from the hood. As long as the wearer's senses are suppressed, he gains the ability to perform automatic writing, dowsing, and psychometry even if he doesn't have psychic spellcasting or the Psychic Sensitivity feat. If he does have psychic spellcasting or the Psychic Sensitivity feat, he gains a +5 bonus on skill checks for those skill unlocks. Additionally, once per day while wearing the <i>sensory deprivation hood</i>, the wearer can open up his mind to passing spiritual phenomena in the hope of gaining greater insight into a specific issue. This functions as <i>contact other plane</i>, allowing the wearer to ask up to 5 questions per use, but rather than contacting an entity on another plane of existence, the wearer contacts a nearby spirit or other psychic entity. Rather than using the information for one of the planes listed in the spell, this effect uses the following information: <i>Avoid Int/Cha</i> <i>Decrease</i> DC 10/24 hours; <i>True Answer</i> 01-34; <i>Don't Know</i> 35-62; <i>Lie</i> 63-83; <i>Random Answer</i> 84-100. Unlike with <i>contact other plane</i>, the wearer can attempt either an Intelligence check or a Charisma check to avoid the Intelligence and Charisma decrease.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Wondrous Item, <i>contact other plane</i>; <b>Cost </b>13,750 gp</h5></div>",,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,27500.0,13750.0,,,NULL,4001.0,0.0,0.0,0.0,0.0,,0.0,1
21,Headband Of Mental Prowess +2,Ultimate Equipment,strong,strong transmutation,12.0,headband,"10,000 gp",1 lb.,"This simple copper headband has a small yellow gem set so that when it rests upon the forehead of the wearer, the yellow gem sits perched on the wearer's brow as if it were a third eye in the middle of her forehead. Often, the headband contains additional designs to further accentuate the appearance of a third, crystal eye. The headband grants the wearer an enhancement bonus to two mental ability scores (Intelligence, Wisdom, or Charisma) of +2, +4, or +6. Treat this as a temporary ability bonus for the first 24 hours the headband is worn. These bonuses are chosen when the headband is created and cannot be changed. If the headband grants a bonus to Intelligence, it also grants skill ranks as a headband of vast intelligence.","Craft Wondrous Item, eagle's splendor, fox's cunning, owl's wisdom (any two)","5,000 gp",Wondrous Item,,,,,,,,,,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Headband Of Mental Prowess +2</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>strong transmutation; <b>CL </b>12th</h5><h5><b>Slot </b>headband; <b>Price </b>10,000 gp; <b>Weight </b>1 lb.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This simple copper headband has a small yellow gem set so that when it rests upon the forehead of the wearer, the yellow gem sits perched on the wearer's brow as if it were a third eye in the middle of her forehead. Often, the headband contains additional designs to further accentuate the appearance of a third, crystal eye. </p><p>The headband grants the wearer an enhancement bonus to two mental ability scores (Intelligence, Wisdom, or Charisma) of +2, +4, or +6. Treat this as a temporary ability bonus for the first 24 hours the headband is worn. </p><p>These bonuses are chosen when the headband is created and cannot be changed. If the headband grants a bonus to Intelligence, it also grants skill ranks as a <i>headband of vast intelligence</i>.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Wondrous Item, <i>eagle's splendor</i>, <i>fox's cunning</i>, <i>owl's wisdom (any two)</i>; <b>Cost </b>5,000 gp</h5></div>",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10000.0,5000.0,,,NULL,1964.0,0.0,0.0,0.0,0.0,,0.0,1
